,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
108,56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown
2642,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown
591,39,technician,married,secondary,no,1048,no,yes,cellular,21,jul,405,1,-1,0,unknown
4120,31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,nov,131,3,-1,0,unknown
1115,41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231,1,-1,0,unknown
3794,43,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure
974,41,blue-collar,married,primary,no,2067,yes,no,cellular,15,may,493,7,-1,0,unknown
3099,37,technician,married,secondary,yes,0,no,no,unknown,18,jun,236,1,-1,0,unknown
3856,42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,1,-1,0,unknown
1711,32,technician,single,tertiary,no,2185,no,no,cellular,20,nov,354,2,-1,0,unknown
3554,43,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,unknown
1786,37,services,single,secondary,no,1175,yes,no,cellular,15,may,102,1,333,2,failure
2223,42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141,1,-1,0,unknown
2138,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown
2336,35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown
3162,48,admin.,married,secondary,no,191,yes,no,cellular,5,feb,238,3,-1,0,unknown
593,31,technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown
4079,53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,unknown
1784,50,blue-collar,married,secondary,no,810,yes,no,unknown,14,may,19,14,-1,0,unknown
2162,40,admin.,single,secondary,no,-1,no,no,cellular,7,jul,173,1,-1,0,unknown
2670,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure
2892,28,services,single,secondary,no,2685,no,yes,unknown,24,aug,5,1,-1,0,unknown
64,56,admin.,married,secondary,no,16873,no,no,cellular,7,oct,223,1,-1,0,unknown
3647,36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown
2110,31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,jul,357,1,-1,0,unknown
1930,32,services,married,secondary,no,255,yes,yes,unknown,21,may,86,2,-1,0,unknown
1748,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure
3824,50,technician,divorced,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,unknown
2086,39,blue-collar,married,primary,no,1046,no,no,unknown,19,jun,112,4,-1,0,unknown
2588,46,management,divorced,tertiary,no,134,no,no,cellular,19,aug,134,2,-1,0,unknown
531,58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,unknown
3870,49,blue-collar,single,primary,no,1040,no,no,cellular,8,jul,474,2,-1,0,unknown
4010,28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337,4,-1,0,unknown
4296,33,admin.,single,secondary,no,894,no,no,cellular,5,feb,509,2,-1,0,unknown
4505,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown
14,31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,89,1,241,1,failure
3727,34,technician,single,secondary,no,475,yes,no,cellular,29,jul,538,8,-1,0,unknown
1458,36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown
3261,32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,unknown
990,46,management,married,tertiary,no,964,yes,no,cellular,8,apr,174,1,-1,0,unknown
2010,31,management,single,tertiary,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown
4290,40,services,married,tertiary,no,35,no,no,cellular,3,jul,318,4,317,3,failure
1194,36,management,married,secondary,no,1825,yes,no,cellular,14,may,24,1,346,1,failure
2567,40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,-1,0,unknown
2652,50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown
2703,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown
939,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown
1801,49,blue-collar,married,secondary,no,579,yes,no,unknown,28,may,396,1,-1,0,unknown
1575,34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other
3480,47,services,married,secondary,no,440,yes,no,unknown,12,jun,91,1,-1,0,unknown
713,25,student,single,secondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure
517,36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown
3299,38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure
1731,58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,unknown
3604,36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown
779,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown
4100,34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure
3972,50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,failure
3874,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success
581,28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown
4260,50,housemaid,single,unknown,no,0,no,no,telephone,28,jul,118,8,-1,0,unknown
3308,49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown
3237,32,entrepreneur,married,primary,no,795,no,no,cellular,8,aug,131,3,-1,0,unknown
1372,33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530,1,-1,0,unknown
1433,33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown
360,36,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,unknown
46,55,blue-collar,married,primary,no,145,no,no,telephone,2,feb,59,3,5,2,other
579,33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,failure
3330,58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,101,5,-1,0,unknown
230,52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112,6,-1,0,unknown
1175,60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown
471,55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown
1775,38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301,6,-1,0,unknown
1742,55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,unknown
1103,55,blue-collar,married,unknown,no,1665,no,no,telephone,30,jul,89,2,-1,0,unknown
278,50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,-1,0,unknown
2116,33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown
918,25,admin.,married,secondary,no,18,yes,no,cellular,18,jul,225,1,-1,0,unknown
4181,26,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1,0,unknown
216,45,technician,married,secondary,no,1410,no,no,cellular,11,aug,71,2,-1,0,unknown
4050,37,technician,married,unknown,no,47,no,no,unknown,19,jun,374,3,-1,0,unknown
3639,57,management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,unknown
51,37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown
1699,49,technician,married,unknown,no,323,yes,no,cellular,18,nov,41,2,-1,0,unknown
2579,46,management,married,tertiary,no,477,yes,no,unknown,20,may,128,6,-1,0,unknown
232,44,technician,single,secondary,no,33,yes,no,cellular,13,may,195,3,351,10,failure
456,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown
3827,51,management,married,tertiary,no,-892,yes,yes,cellular,14,aug,248,2,-1,0,unknown
798,34,student,single,unknown,no,1281,no,no,cellular,25,aug,279,1,117,1,failure
347,55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success
4170,50,self-employed,married,secondary,no,36,no,no,cellular,13,aug,104,10,-1,0,unknown
2789,33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,unknown
2564,50,technician,divorced,secondary,no,-701,yes,yes,cellular,24,jul,148,1,-1,0,unknown
2499,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown
3481,40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure
633,83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown
595,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown
2020,33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown
1032,46,management,single,primary,no,538,no,no,unknown,17,jun,118,3,-1,0,unknown
466,34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,unknown
847,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown
1866,86,retired,married,secondary,no,1503,no,no,telephone,18,mar,165,3,101,1,other
3014,49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,-1,0,unknown
4165,59,management,married,tertiary,no,1881,no,no,cellular,19,nov,456,2,-1,0,unknown
3055,47,services,married,secondary,no,2,no,yes,cellular,21,jul,71,15,-1,0,unknown
3700,60,retired,married,primary,no,71188,no,no,cellular,6,oct,205,1,-1,0,unknown
4271,47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,feb,479,2,-1,0,unknown
3600,50,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown
21,42,management,divorced,tertiary,no,16,no,no,cellular,19,nov,140,3,-1,0,unknown
2043,52,unemployed,married,primary,no,255,no,yes,cellular,10,jul,374,3,-1,0,unknown
3370,31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success
2275,45,management,married,tertiary,no,-206,yes,no,cellular,6,may,337,2,-1,0,unknown
1828,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown
175,43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,unknown
4127,56,technician,single,tertiary,no,917,no,no,unknown,9,jun,306,1,-1,0,unknown
1232,36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243,2,-1,0,unknown
334,30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown
2539,44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success
2483,40,blue-collar,married,secondary,no,271,yes,no,unknown,29,may,483,2,-1,0,unknown
2362,58,management,married,secondary,no,407,yes,no,cellular,29,jul,145,2,-1,0,unknown
2490,34,admin.,married,secondary,no,96,no,no,cellular,29,aug,109,2,-1,0,unknown
1018,55,retired,married,secondary,no,466,no,no,unknown,17,jun,287,4,-1,0,unknown
330,37,admin.,married,secondary,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown
1726,59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown
4132,37,technician,married,secondary,no,1063,yes,no,cellular,31,jul,413,2,-1,0,unknown
2233,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown
1357,29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown
1146,39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown
789,37,blue-collar,divorced,primary,no,511,yes,no,telephone,11,may,42,1,-1,0,unknown
927,32,technician,divorced,secondary,no,1097,yes,no,unknown,12,may,298,2,-1,0,unknown
29,53,admin.,married,secondary,no,105,no,yes,cellular,21,aug,74,2,-1,0,unknown
2889,56,unemployed,divorced,primary,no,109,no,no,cellular,15,jul,924,4,-1,0,unknown
3562,31,technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown
2982,38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,unknown
2734,52,services,married,secondary,no,2072,no,no,cellular,10,jul,224,1,-1,0,unknown
4325,53,blue-collar,married,secondary,no,-626,yes,no,cellular,9,jul,205,1,-1,0,unknown
41,36,management,single,tertiary,no,553,no,no,cellular,11,aug,106,2,-1,0,unknown
2960,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown
136,29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure
3735,43,unemployed,married,tertiary,no,58,yes,no,cellular,9,feb,48,4,-1,0,unknown
236,33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other
4473,33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure
4176,32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,4,-1,0,unknown
3147,52,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123,1,-1,0,unknown
2000,28,blue-collar,married,primary,no,60,yes,no,cellular,6,may,161,1,337,1,failure
40,38,management,single,tertiary,no,11971,yes,no,unknown,17,nov,609,2,101,3,failure
1671,35,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163,1,-1,0,unknown
3713,32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown
3468,38,blue-collar,divorced,secondary,no,889,no,yes,unknown,18,jun,362,1,-1,0,unknown
181,32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown
1163,35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other
2617,41,services,married,secondary,no,171,no,no,cellular,21,jul,71,9,-1,0,unknown
1560,52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343,5,-1,0,unknown
1734,51,blue-collar,married,primary,no,872,no,no,cellular,8,aug,82,2,-1,0,unknown
2034,42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown
3196,46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown
3457,30,management,single,tertiary,no,6164,yes,no,unknown,27,may,152,11,-1,0,unknown
2825,57,blue-collar,married,primary,no,179,no,no,unknown,9,jun,230,3,-1,0,unknown
621,30,technician,single,tertiary,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown
3189,54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158,1,-1,0,unknown
3175,38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown
554,43,technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,-1,0,unknown
2472,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown
3202,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success
1305,44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179,4,-1,0,unknown
2023,48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown
1506,36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown
3363,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown
3392,32,services,married,secondary,no,180,yes,no,telephone,15,may,45,2,-1,0,unknown
2543,37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,unknown
2315,52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,unknown
3416,30,management,single,tertiary,no,47,no,yes,cellular,31,jul,11,17,-1,0,unknown
1668,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown
1176,50,management,married,tertiary,no,-470,yes,no,cellular,8,may,506,2,170,3,failure
4474,44,blue-collar,married,primary,no,-237,yes,no,telephone,10,jul,73,1,-1,0,unknown
297,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown
1641,27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,2,-1,0,unknown
2808,40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,nov,173,7,-1,0,unknown
763,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown
2878,51,services,divorced,secondary,no,12,yes,no,cellular,17,nov,150,1,-1,0,unknown
4253,35,management,married,tertiary,no,3161,no,no,cellular,8,aug,433,2,-1,0,unknown
3645,39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown
1487,33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown
2050,52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure
1213,49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64,6,-1,0,unknown
3429,41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure
1253,54,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352,1,-1,0,unknown
1660,52,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown
2065,38,unemployed,single,tertiary,no,0,no,no,cellular,6,feb,39,2,-1,0,unknown
2585,60,management,married,primary,no,4895,no,no,unknown,9,jun,313,1,-1,0,unknown
822,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other
4080,40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure
202,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure
4367,29,management,single,tertiary,no,4210,yes,no,cellular,18,may,119,1,-1,0,unknown
203,39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337,4,126,1,failure
3917,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown
3852,45,admin.,married,secondary,no,194,no,no,cellular,31,jul,517,4,-1,0,unknown
3471,46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure
2961,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure
1013,34,management,married,tertiary,no,8,no,no,cellular,25,aug,169,4,-1,0,unknown
832,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown
2959,47,services,single,secondary,no,33,yes,no,cellular,5,may,298,1,-1,0,unknown
270,40,services,married,secondary,no,0,yes,no,cellular,2,jun,297,1,28,3,failure
2435,40,management,married,tertiary,no,1548,yes,no,cellular,13,apr,101,3,-1,0,unknown
907,40,management,married,tertiary,no,60,no,no,unknown,16,jun,172,6,-1,0,unknown
1070,36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown
3922,48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,apr,264,1,317,1,failure
3873,50,management,married,unknown,no,3304,no,no,unknown,5,jun,1009,2,-1,0,unknown
4389,34,management,married,tertiary,no,436,no,yes,cellular,28,jul,118,4,-1,0,unknown
3610,36,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown
2516,30,management,married,tertiary,no,1882,yes,no,cellular,11,aug,249,5,-1,0,unknown
191,33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,543,12,-1,0,unknown
1288,42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown
1224,27,services,single,secondary,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown
1512,27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown
1412,57,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915,1,-1,0,unknown
2951,36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure
3167,50,entrepreneur,married,secondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other
3723,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown
813,31,management,married,secondary,no,466,yes,no,cellular,14,may,164,1,-1,0,unknown
993,31,admin.,married,secondary,no,314,yes,no,cellular,17,apr,279,1,-1,0,unknown
2680,52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown
2918,29,admin.,single,tertiary,no,14,no,no,cellular,29,sep,87,1,120,1,failure
3853,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown
2526,39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81,2,-1,0,unknown
1113,50,technician,single,secondary,no,3897,no,no,cellular,26,oct,298,1,-1,0,unknown
744,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown
2634,39,housemaid,single,primary,no,109,yes,no,unknown,6,may,699,3,-1,0,unknown
4146,40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown
674,41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown
1210,60,admin.,divorced,secondary,no,174,yes,no,cellular,15,may,241,1,364,1,failure
672,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure
3296,58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown
3939,35,blue-collar,married,secondary,no,243,yes,no,cellular,20,apr,41,3,-1,0,unknown
3223,31,management,married,tertiary,no,0,no,no,unknown,14,may,298,1,-1,0,unknown
2723,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown
1331,42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown
259,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown
1274,43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown
2135,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown
778,33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown
4108,84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown
2533,57,management,married,tertiary,no,2416,no,no,cellular,11,aug,74,2,-1,0,unknown
2953,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown
1079,50,admin.,divorced,secondary,no,202,no,yes,cellular,17,nov,148,1,-1,0,unknown
1581,29,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119,1,-1,0,unknown
4470,31,technician,single,tertiary,no,1166,yes,no,unknown,3,jun,207,1,-1,0,unknown
2122,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success
2132,26,admin.,married,secondary,no,0,no,no,unknown,27,may,755,1,-1,0,unknown
650,33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure
2191,48,management,married,tertiary,no,363,no,no,cellular,18,nov,67,1,-1,0,unknown
2844,46,admin.,married,secondary,no,120,yes,no,unknown,14,may,20,11,-1,0,unknown
4110,55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown
4167,46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,-1,0,unknown
4190,32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210,1,-1,0,unknown
2941,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown
302,56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605,1,-1,0,unknown
3037,52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown
318,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure
1901,30,student,single,tertiary,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown
2792,32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,unknown
2699,37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success
977,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown
4157,55,retired,married,secondary,no,159,no,no,cellular,28,aug,159,1,-1,0,unknown
873,29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown
4057,28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown
2700,64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,unknown
4359,46,housemaid,single,tertiary,no,3232,no,no,telephone,15,jun,94,2,-1,0,unknown
4261,58,retired,married,secondary,no,3382,no,yes,cellular,28,may,294,2,309,2,failure
2029,59,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,8,-1,0,unknown
3504,48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown
2455,31,unemployed,married,secondary,no,3242,no,no,unknown,25,jun,292,2,-1,0,unknown
145,35,management,married,tertiary,no,106,no,yes,cellular,11,aug,588,2,-1,0,unknown
355,30,services,single,secondary,no,209,yes,no,unknown,6,may,30,2,-1,0,unknown
65,51,blue-collar,divorced,secondary,no,203,yes,no,cellular,8,may,134,1,170,5,failure
2426,46,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217,6,-1,0,unknown
3105,30,services,divorced,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown
2882,24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown
4041,33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,jul,400,2,-1,0,unknown
606,28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown
2981,44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,jul,149,13,-1,0,unknown
4086,36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown
2054,57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown
1340,48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524,5,-1,0,unknown
1249,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown
91,34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown
2790,37,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown
714,56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown
3983,40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown
3023,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure
2070,80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success
2379,42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203,2,334,2,failure
573,81,retired,married,secondary,no,1,no,no,cellular,19,aug,65,5,-1,0,unknown
1235,32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown
3975,34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,unknown
1360,31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown
3525,31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,unknown
2418,31,technician,single,tertiary,no,23,no,no,cellular,25,aug,121,3,-1,0,unknown
761,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown
4217,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown
3130,57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,97,1,-1,0,unknown
3855,47,technician,married,secondary,no,-9,no,no,cellular,14,aug,457,2,-1,0,unknown
2063,39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,44,1,-1,0,unknown
2733,54,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,81,1,-1,0,unknown
1524,42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other
894,37,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown
3219,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown
